"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected IF Range from: 0.000 Selected Category Scheme: WoS",,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor
404,PERIODONTOLOGY 2000,PERIODONTOL 2000,7.861
405,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,7.852
406,Journal of Crohns & Colitis,J CROHNS COLITIS,7.827
407,Gut Microbes,GUT MICROBES,7.823
408,JOURNAL OF MARKETING,J MARKETING,7.821
409,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,7.816
410,Cell Reports,CELL REP,7.815
411,METABOLIC ENGINEERING,METAB ENG,7.808
412,ChemSusChem,CHEMSUSCHEM,7.804
413,Redox Biology,REDOX BIOL,7.793
414,THYROID,THYROID,7.786
415,CLADISTICS,CLADISTICS,7.779
416,JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,7.776
416,JOURNAL OF OPERATIONS MANAGEMENT,J OPER MANAG,7.776
416,PROGRESS IN PHOTOVOLTAICS,PROG PHOTOVOLTAICS,7.776
419,Cochrane Database of Systematic Reviews,COCHRANE DB SYST REV,7.755
420,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,7.736
421,OPHTHALMOLOGY,OPHTHALMOLOGY,7.732
422,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,ALIMENT PHARM THER,7.731
423,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,J INT BUS STUD,7.724
424,JOURNAL OF CATALYSIS,J CATAL,7.723
425,AUTOIMMUNITY REVIEWS,AUTOIMMUN REV,7.716
426,Environmental Science-Nano,ENVIRON SCI-NANO,7.704
427,Annual Review of Nuclear and Particle Science,ANNU REV NUCL PART S,7.700
428,ECOLOGICAL MONOGRAPHS,ECOL MONOGR,7.698
429,CURRENT OPINION IN IMMUNOLOGY,CURR OPIN IMMUNOL,7.667
430,IEEE Transactions on Sustainable Energy,IEEE T SUSTAIN ENERG,7.650
430,JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,7.650
432,RADIOLOGY,RADIOLOGY,7.608
433,IEEE SIGNAL PROCESSING MAGAZINE,IEEE SIGNAL PROC MAG,7.602
434,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,INT J MANAG REV,7.600
435,SPORTS MEDICINE,SPORTS MED,7.583
436,Protein & Cell,PROTEIN CELL,7.575
437,HAEMATOLOGICA,HAEMATOLOGICA,7.570
437,Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,7.570
439,RIVISTA DEL NUOVO CIMENTO,RIV NUOVO CIMENTO,7.565
440,eLife,ELIFE,7.551
441,Journal of Allergy and Clinical Immunology-In Practice,J ALLER CL IMM-PRACT,7.550
442,JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,7.543
443,Environmental Innovation and Societal Transitions,ENVIRON INNOV SOC TR,7.514
443,Environmental Innovation and Societal Transitions,ENVIRON INNOV SOC TR,7.514
445,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,7.508
446,IEEE NETWORK,IEEE NETWORK,7.503
446,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,IEEE T IND ELECTRON,7.503
448,JOURNAL OF POWER SOURCES,J POWER SOURCES,7.467
449,CARBON,CARBON,7.466
450,Materials Research Letters,MATER RES LETT,7.440
451,MILBANK QUARTERLY,MILBANK Q,7.425
451,MILBANK QUARTERLY,MILBANK Q,7.425
453,Eurosurveillance,EUROSURVEILLANCE,7.421
454,ACTA NUMERICA,ACTA NUMER,7.417
455,Conservation Letters,CONSERV LETT,7.397
456,IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,7.377
457,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,7.358
458,Neurology-Neuroimmunology & Neuroinflammation,NEUROL-NEUROIMMUNOL,7.353
459,Mucosal Immunology,MUCOSAL IMMUNOL,7.352
460,IEEE Transactions on Systems Man Cybernetics-Systems,IEEE T SYST MAN CY-S,7.351
461,AGING CELL,AGING CELL,7.346
462,2D Materials,2D MATER,7.343
463,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,INT J EPIDEMIOL,7.339
464,Journal of Physical Chemistry Letters,J PHYS CHEM LETT,7.329
465,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,CLIN REV ALLERG IMMU,7.328
466,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,7.308
467,NEW PHYTOLOGIST,NEW PHYTOL,7.299
468,ACTA MATERIALIA,ACTA MATER,7.293
469,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,7.289
469,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,7.289
471,ULTRASONICS SONOCHEMISTRY,ULTRASON SONOCHEM,7.279
472,Clinical & Translational Immunology,CLIN TRANSL IMMUNOL,7.271
473,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,ARCH COMPUT METHOD E,7.242
474,Advances in Nutrition,ADV NUTR,7.240
475,Biofabrication,BIOFABRICATION,7.236
476,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,7.233
476,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,7.233
478,GASTROINTESTINAL ENDOSCOPY,GASTROINTEST ENDOSC,7.229
478,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,7.229
480,IEEE TRANSACTIONS ON POWER ELECTRONICS,IEEE T POWER ELECTR,7.224
480,SIAM REVIEW,SIAM REV,7.224
482,DIABETES,DIABETES,7.199
483,ACADEMY OF MANAGEMENT JOURNAL,ACAD MANAGE J,7.191
484,Reviews in Aquaculture,REV AQUACULT,7.190
485,EMERGING INFECTIOUS DISEASES,EMERG INFECT DIS,7.185
486,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,EUR J NUCL MED MOL I,7.182
487,ENERGY CONVERSION AND MANAGEMENT,ENERG CONVERS MANAGE,7.181
488,Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,7.179
489,Alcohol Research-Current Reviews,ALCOHOL RES-CURR REV,7.174
490,Additive Manufacturing,ADDIT MANUF,7.173
491,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,7.163
492,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,7.160
493,ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRON SCI TECHNOL,7.149
494,ACS Photonics,ACS PHOTONICS,7.143
495,Advanced Optical Materials,ADV OPT MATER,7.125
495,Journal of Supply Chain Management,J SUPPLY CHAIN MANAG,7.125
497,DIABETOLOGIA,DIABETOLOGIA,7.113
498,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,7.102
499,Methods in Ecology and Evolution,METHODS ECOL EVOL,7.099
500,MAYO CLINIC PROCEEDINGS,MAYO CLIN PROC,7.091
501,Wiley Interdisciplinary Reviews-Climate Change,WIRES CLIM CHANGE,7.057
501,Wiley Interdisciplinary Reviews-Climate Change,WIRES CLIM CHANGE,7.057
503,CRITICAL REVIEWS IN BIOTECHNOLOGY,CRIT REV BIOTECHNOL,7.054
504,CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,7.052
505,Molecular Ecology Resources,MOL ECOL RESOUR,7.049
506,RESOURCES CONSERVATION AND RECYCLING,RESOUR CONSERV RECY,7.044
507,BMJ Quality & Safety,BMJ QUAL SAF,7.043
507,BMJ Quality & Safety,BMJ QUAL SAF,7.043
509,HYPERTENSION,HYPERTENSION,7.017
510,JOURNAL OF MEMBRANE SCIENCE,J MEMBRANE SCI,7.015
511,CARDIOVASCULAR RESEARCH,CARDIOVASC RES,7.014
511,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,7.014
513,MATRIX BIOLOGY,MATRIX BIOL,6.986
514,CRITICAL CARE MEDICINE,CRIT CARE MED,6.971
515,ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,6.970
515,Nanoscale,NANOSCALE,6.970
517,CRITICAL CARE,CRIT CARE,6.959
518,ACS Sensors,ACS SENSORS,6.944
519,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,6.942
520,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,6.938
521,Environmental Science & Technology Letters,ENVIRON SCI TECH LET,6.934
522,Advances in Experimental Social Psychology,ADV EXP SOC PSYCHOL,6.933
522,NEW ASTRONOMY REVIEWS,NEW ASTRON REV,6.933
524,PERSONNEL PSYCHOLOGY,PERS PSYCHOL,6.930
525,Brain Stimulation,BRAIN STIMUL,6.919
526,CLINICAL CHEMISTRY,CLIN CHEM,6.916
526,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,6.916
528,LAB ON A CHIP,LAB CHIP,6.914
529,Epilepsy Currents,EPILEPSY CURR,6.909
530,Nanophotonics,NANOPHOTONICS-BERLIN,6.908
531,International Review of Sport and Exercise Psychology,INT REV SPORT EXER P,6.905
532,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,6.887
533,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,6.880
534,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,6.878
535,EDUCATIONAL PSYCHOLOGY REVIEW,EDUC PSYCHOL REV,6.866
536,COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,6.864
537,ECONOMIC GEOGRAPHY,ECON GEOGR,6.861
538,PERSOONIA,PERSOONIA,6.860
539,ADDICTION,ADDICTION,6.851
539,ADDICTION,ADDICTION,6.851
541,PLANT BIOTECHNOLOGY JOURNAL,PLANT BIOTECHNOL J,6.840
542,Virtual and Physical Prototyping,VIRTUAL PHYS PROTOTY,6.825
543,BULLETIN OF THE WORLD HEALTH ORGANIZATION,B WORLD HEALTH ORGAN,6.818
544,PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,6.814
545,IEEE TRANSACTIONS ON POWER SYSTEMS,IEEE T POWER SYST,6.807
546,NEUROENDOCRINOLOGY,NEUROENDOCRINOLOGY,6.804
546,Seminars in Immunopathology,SEMIN IMMUNOPATHOL,6.804
548,NEUROSCIENTIST,NEUROSCIENTIST,6.791
549,IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,6.790
550,ALLERGY,ALLERGY,6.771
551,Polymer Reviews,POLYM REV,6.766
552,Cell Chemical Biology,CELL CHEM BIOL,6.762
553,mBio,MBIO,6.747
554,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,ACTA CRYSTALLOGR B,6.732
555,BMC BIOLOGY,BMC BIOL,6.723
555,European Heart Journal-Cardiovascular Pharmacotherapy,EUR HEART J-CARD PHA,6.723
557,Topics in Current Chemistry,TOPICS CURR CHEM,6.721
558,BRITISH JOURNAL OF DERMATOLOGY,BRIT J DERMATOL,6.714
559,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,CRIT REV FOOD SCI,6.704
560,CLINICAL NUCLEAR MEDICINE,CLIN NUCL MED,6.703
561,IEEE Journal of Selected Topics in Signal Processing,IEEE J-STSP,6.688
562,EBioMedicine,EBIOMEDICINE,6.680
562,EUROPEAN JOURNAL OF CANCER,EUR J CANCER,6.680
564,BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOL,6.669
565,CANCER AND METASTASIS REVIEWS,CANCER METAST REV,6.667
566,FISH AND FISHERIES,FISH FISH,6.655
567,AMERICAN JOURNAL OF KIDNEY DISEASES,AM J KIDNEY DIS,6.653
568,Review of Environmental Economics and Policy,REV ENV ECON POLICY,6.649
569,TRANSPORT REVIEWS,TRANSPORT REV,6.648
570,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,6.643
571,Journal of Materials Chemistry C,J MATER CHEM C,6.641
572,Acta Biomaterialia,ACTA BIOMATER,6.638
573,Advances in Nonlinear Analysis,ADV NONLINEAR ANAL,6.636
574,ONCOGENE,ONCOGENE,6.634
575,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,6.618
576,GENOMICS PROTEOMICS & BIOINFORMATICS,GENOM PROTEOM BIOINF,6.597
577,BIOSCIENCE,BIOSCIENCE,6.591
578,BRITISH JOURNAL OF PHARMACOLOGY,BRIT J PHARMACOL,6.583
579,PROGRESS IN HUMAN GEOGRAPHY,PROG HUM GEOG,6.576
580,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,6.568
581,Annual Review of Virology,ANNU REV VIROL,6.566
582,Science Signaling,SCI SIGNAL,6.565
583,Particle and Fibre Toxicology,PART FIBRE TOXICOL,6.561
584,ORGANIC LETTERS,ORG LETT,6.555
585,ORGANIZATIONAL RESEARCH METHODS,ORGAN RES METHODS,6.551
586,EUROPEAN JOURNAL OF EPIDEMIOLOGY,EUR J EPIDEMIOL,6.529
587,Circulation-Heart Failure,CIRC-HEART FAIL,6.526
588,mSystems,MSYSTEMS,6.519
589,METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,6.513
590,Tissue Engineering Part B-Reviews,TISSUE ENG PART B-RE,6.512
591,CANCER LETTERS,CANCER LETT,6.508
592,ACM TRANSACTIONS ON GRAPHICS,ACM T GRAPHIC,6.495
593,IEEE Transactions on Robotics,IEEE T ROBOT,6.483
594,GONDWANA RESEARCH,GONDWANA RES,6.478
595,BASIC RESEARCH IN CARDIOLOGY,BASIC RES CARDIOL,6.470
596,PLoS Pathogens,PLOS PATHOG,6.463
597,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,CRIT REV SOLID STATE,6.455
597,EPIDEMIOLOGIC REVIEWS,EPIDEMIOL REV,6.455
597,EXERCISE IMMUNOLOGY REVIEW,EXERC IMMUNOL REV,6.455
600,JOURNAL OF ECONOMIC PERSPECTIVES,J ECON PERSPECT,6.451
601,GeroScience,GEROSCIENCE,6.444
602,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,J TOXICOL ENV HEAL B,6.436
603,CLINICAL MICROBIOLOGY AND INFECTION,CLIN MICROBIOL INFEC,6.425
604,ANESTHESIOLOGY,ANESTHESIOLOGY,6.424
605,IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,6.404
606,Soft Robotics,SOFT ROBOT,6.403
607,CLINICAL NUTRITION,CLIN NUTR,6.402
607,Epidemiology and Psychiatric Sciences,EPIDEMIOL PSYCH SCI,6.402
607,Epidemiology and Psychiatric Sciences,EPIDEMIOL PSYCH SCI,6.402
610,International Journal of Neural Systems,INT J NEURAL SYST,6.400
611,JOURNAL OF CLEANER PRODUCTION,J CLEAN PROD,6.395
612,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,IEEE T WIREL COMMUN,6.394
613,SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,6.393
614,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,J AM ACAD CHILD PSY,6.391
614,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,J AM ACAD CHILD PSY,6.391
616,Business Strategy and the Environment,BUS STRATEG ENVIRON,6.381
616,ENDOSCOPY,ENDOSCOPY,6.381
618,PHYSIOLOGY,PHYSIOLOGY,6.380
619,MODERN PATHOLOGY,MODERN PATHOL,6.365
620,JOURNAL OF COLLOID AND INTERFACE SCIENCE,J COLLOID INTERF SCI,6.361
621,AUTOMATICA,AUTOMATICA,6.355
621,CORROSION SCIENCE,CORROS SCI,6.355
623,BRAIN PATHOLOGY,BRAIN PATHOL,6.352
624,ANALYTICAL CHEMISTRY,ANAL CHEM,6.350
625,ATOMIC DATA AND NUCLEAR DATA TABLES,ATOM DATA NUCL DATA,6.349
626,JOURNAL OF POLITICAL ECONOMY,J POLIT ECON,6.342
627,CLINICAL PHARMACOLOGY & THERAPEUTICS,CLIN PHARMACOL THER,6.336
628,JOURNAL OF BUSINESS VENTURING,J BUS VENTURING,6.333
628,npj Biofilms and Microbiomes,NPJ BIOFILMS MICROBI,6.333
630,Swarm and Evolutionary Computation,SWARM EVOL COMPUT,6.330
631,Advanced Electronic Materials,ADV ELECTRON MATER,6.312
632,COMPOSITES SCIENCE AND TECHNOLOGY,COMPOS SCI TECHNOL,6.309
633,PLANT PHYSIOLOGY,PLANT PHYSIOL,6.305
634,JOURNAL OF INVESTIGATIVE DERMATOLOGY,J INVEST DERMATOL,6.290
635,IEEE Transactions on Affective Computing,IEEE T AFFECT COMPUT,6.288
636,Oceanography and Marine Biology,OCEANOGR MAR BIOL,6.286
637,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,COMPOS PART A-APPL S,6.282
638,Science Bulletin,SCI BULL,6.277
639,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,CURR OPIN COLLOID IN,6.271
640,Advanced Healthcare Materials,ADV HEALTHC MATER,6.270
641,PSYCHOLOGICAL REVIEW,PSYCHOL REV,6.266
641,PSYCHOLOGICAL REVIEW,PSYCHOL REV,6.266
643,Comprehensive Physiology,COMPR PHYSIOL,6.246
644,Clinical Journal of the American Society of Nephrology,CLIN J AM SOC NEPHRO,6.243
645,IEEE CONTROL SYSTEMS MAGAZINE,IEEE CONTR SYST MAG,6.228
646,TOBACCO CONTROL,TOB CONTROL,6.221
646,TOBACCO CONTROL,TOB CONTROL,6.221
648,Reviews of Physiology Biochemistry and Pharmacology,REV PHYSIOL BIOCH P,6.214
649,Emerging Microbes & Infections,EMERG MICROBES INFEC,6.212
650,IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,6.211
651,ASTRONOMY & ASTROPHYSICS,ASTRON ASTROPHYS,6.209
652,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,COMPUT-AIDED CIV INF,6.208
653,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,INT J RADIAT ONCOL,6.203
654,JOURNAL OF FINANCE,J FINANC,6.201
655,BRITISH JOURNAL OF ANAESTHESIA,BRIT J ANAESTH,6.199
656,CONSERVATION BIOLOGY,CONSERV BIOL,6.194
657,ENTREPRENEURSHIP THEORY AND PRACTICE,ENTREP THEORY PRACT,6.193
658,Environmental Research Letters,ENVIRON RES LETT,6.192
659,Family Business Review,FAM BUS REV,6.188
660,ALTEX-Alternatives to Animal Experimentation,ALTEX-ALTERN ANIM EX,6.183
661,Molecular Metabolism,MOL METAB,6.181
662,BRAIN BEHAVIOR AND IMMUNITY,BRAIN BEHAV IMMUN,6.170
663,JAMA Ophthalmology,JAMA OPHTHALMOL,6.167
664,CHEMICAL COMMUNICATIONS,CHEM COMMUN,6.164
665,Cancers,CANCERS,6.162
665,PROGRESS IN CARDIOVASCULAR DISEASES,PROG CARDIOVASC DIS,6.162
667,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,AM J SURG PATHOL,6.155
668,JOURNAL OF ECONOMIC GROWTH,J ECON GROWTH,6.154
669,IEEE Vehicular Technology Magazine,IEEE VEH TECHNOL MAG,6.145
670,Alzheimers Research & Therapy,ALZHEIMERS RES THER,6.142
671,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,WIRES NANOMED NANOBI,6.140
672,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PHILOS T R SOC B,6.139
673,Applied Mechanics Reviews,APPL MECH REV,6.138
674,AMERICAN JOURNAL OF HEMATOLOGY,AM J HEMATOL,6.137
675,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,INT J ROBOT RES,6.134
676,DIABETES OBESITY & METABOLISM,DIABETES OBES METAB,6.133
677,ACM COMPUTING SURVEYS,ACM COMPUT SURV,6.131
678,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,6.129
678,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,6.129
680,BLOOD REVIEWS,BLOOD REV,6.125
681,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,AM J OBSTET GYNECOL,6.120
682,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,J AM SOC ECHOCARDIOG,6.111
683,CANCER,CANCER-AM CANCER SOC,6.102
684,AMERICAN JOURNAL OF SPORTS MEDICINE,AM J SPORT MED,6.093
685,INVESTIGATIVE RADIOLOGY,INVEST RADIOL,6.091
686,Circulation-Cardiovascular Interventions,CIRC-CARDIOVASC INTE,6.088
687,Science China-Chemistry,SCI CHINA CHEM,6.085
688,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,6.081
689,PROGRESS IN SOLID STATE CHEMISTRY,PROG SOLID STATE CH,6.077
690,JOURNAL OF NEUROSCIENCE,J NEUROSCI,6.074
691,INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,6.071
691,Reviews in Computational Chemistry,REV COMP CH,6.071
693,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,6.069
694,STROKE,STROKE,6.058
695,JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,6.054
696,JOURNAL OF INTERNAL MEDICINE,J INTERN MED,6.051
697,CARBOHYDRATE POLYMERS,CARBOHYD POLYM,6.044
698,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,6.040
699,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,6.039
700,International Journal of Behavioral Nutrition and Physical Activity,INT J BEHAV NUTR PHY,6.037
701,DESALINATION,DESALINATION,6.035
702,PAIN,PAIN,6.029
703,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,CLIN PSYCHOL-SCI PR,6.028
704,SOLAR ENERGY MATERIALS AND SOLAR CELLS,SOL ENERG MAT SOL C,6.019
705,CURRENT OPINION IN NEUROBIOLOGY,CURR OPIN NEUROBIOL,6.014
705,JCI Insight,JCI INSIGHT,6.014
707,TOURISM MANAGEMENT,TOURISM MANAGE,6.012
708,MACROMOLECULES,MACROMOLECULES,5.997
709,Oncogenesis,ONCOGENESIS,5.995
710,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,CRIT REV ENV SCI TEC,5.980
711,IEEE Journal of Emerging and Selected Topics in Power Electronics,IEEE J EM SEL TOP P,5.972
712,IEEE Transactions on Cloud Computing,IEEE T CLOUD COMPUT,5.967
713,Molecular Oncology,MOL ONCOL,5.962
713,Stem Cells Translational Medicine,STEM CELL TRANSL MED,5.962
715,Cell Death & Disease,CELL DEATH DIS,5.959
716,EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,5.956
717,Nanotoxicology,NANOTOXICOLOGY,5.955
718,Cardiovascular Diabetology,CARDIOVASC DIABETOL,5.948
719,ECOGRAPHY,ECOGRAPHY,5.946
720,Liver Cancer,LIVER CANCER,5.944
721,JOURNAL OF PATHOLOGY,J PATHOL,5.942
722,Inorganic Chemistry Frontiers,INORG CHEM FRONT,5.934
723,Scientific Data,SCI DATA,5.929
724,NBER Macroeconomics Annual,NBER MACROECON ANNU,5.923
725,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,J PERS SOC PSYCHOL,5.919
725,Molecular Therapy-Nucleic Acids,MOL THER-NUCL ACIDS,5.919
727,JOURNAL OF MEDICAL GENETICS,J MED GENET,5.899
728,PATTERN RECOGNITION,PATTERN RECOGN,5.898
729,ANGIOGENESIS,ANGIOGENESIS,5.894
730,Acta Neuropathologica Communications,ACTA NEUROPATHOL COM,5.883
731,ANAESTHESIA,ANAESTHESIA,5.879
732,Environmental Sciences Europe,ENVIRON SCI EUR,5.878
733,Signal Transduction and Targeted Therapy,SIGNAL TRANSDUCT TAR,5.873
734,Acta Physiologica,ACTA PHYSIOL,5.868
735,Chinese Physics C,CHINESE PHYS C,5.861
736,Advances in Catalysis,ADV CATAL,5.857
736,Foundations and Trends in Information Retrieval,FOUND TRENDS INF RET,5.857
736,IEEE Computational Intelligence Magazine,IEEE COMPUT INTELL M,5.857
739,MOLECULAR ECOLOGY,MOL ECOL,5.855
740,Translational Stroke Research,TRANSL STROKE RES,5.847
741,Kidney International Supplements,KIDNEY INT SUPPL,5.842
742,FOOD HYDROCOLLOIDS,FOOD HYDROCOLLOID,5.839
742,JOURNAL OF MANAGEMENT STUDIES,J MANAGE STUD,5.839
744,JOURNAL OF HIGH ENERGY PHYSICS,J HIGH ENERGY PHYS,5.833
745,GLIA,GLIA,5.829
746,ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,5.828
747,Circulation-Cardiovascular Imaging,CIRC-CARDIOVASC IMAG,5.813
748,NEUROIMAGE,NEUROIMAGE,5.812
749,Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,5.808
750,INTERNATIONAL JOURNAL OF PLASTICITY,INT J PLASTICITY,5.800
751,JOURNAL OF WORLD BUSINESS,J WORLD BUS,5.789
752,AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,5.786
752,AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,5.786
754,NEURAL NETWORKS,NEURAL NETWORKS,5.785
755,JOURNAL OF APPLIED ECOLOGY,J APPL ECOL,5.782
756,Earths Future,EARTHS FUTURE,5.781
757,NUTRITION REVIEWS,NUTR REV,5.779
758,ACS Macro Letters,ACS MACRO LETT,5.775
758,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,TRANSPORT RES C-EMER,5.775
760,Advances in Immunology,ADV IMMUNOL,5.771
761,MATERIALS & DESIGN,MATER DESIGN,5.770
762,Future Generation Computer Systems-The International Journal of eScience,FUTURE GENER COMP SY,5.768
763,DEVELOPMENT,DEVELOPMENT,5.763
764,Geochemical Perspectives,GEOCHEM PERSPECT,5.750
765,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,IEEE T INTELL TRANSP,5.744
766,ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,5.741
767,NEUROPSYCHOLOGY REVIEW,NEUROPSYCHOL REV,5.739
767,NEUROPSYCHOLOGY REVIEW,NEUROPSYCHOL REV,5.739
769,GLOBAL BIOGEOCHEMICAL CYCLES,GLOBAL BIOGEOCHEM CY,5.733
770,Catalysis Science & Technology,CATAL SCI TECHNOL,5.726
770,PLANT JOURNAL,PLANT J,5.726
772,Advances in Ecological Research,ADV ECOL RES,5.724
773,ENVIRONMENTAL POLLUTION,ENVIRON POLLUT,5.714
774,Molecular Autism,MOL AUTISM,5.712
775,HEALTH AFFAIRS,HEALTH AFFAIR,5.711
775,HEALTH AFFAIRS,HEALTH AFFAIR,5.711
775,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,5.711
778,Molecular Therapy-Oncolytics,MOL THER-ONCOLYTICS,5.710
779,IEEE Transactions on Services Computing,IEEE T SERV COMPUT,5.707
780,Journal of Neuroinflammation,J NEUROINFLAMM,5.700
781,CRITICAL REVIEWS IN MICROBIOLOGY,CRIT REV MICROBIOL,5.697
782,HARVARD BUSINESS REVIEW,HARVARD BUS REV,5.691
783,IEEE TRANSACTIONS ON COMMUNICATIONS,IEEE T COMMUN,5.690
784,Journal of Clinical Medicine,J CLIN MED,5.688
785,JOURNAL OF ECOLOGY,J ECOL,5.687
